id_student,code_module,is_at_risk,risk_score,risk_tier,predicted_risk,top_reason,top_shap,reason_2,reason_3,engagement_span,dropout_modules,mean_score,active_days,engagement_decline
2008262,CCC,1,0.99993825,High,1,engagement_span,2.900535,engagement_decline,mean_score,77.0,1,37.0,8.0,0.9945054945054944
2016517,CCC,0,0.15846989,Low,0,engagement_span,0.9655658,mean_score,dropout_modules,204.0,0,83.11111111111111,42.0,-0.54421768707483
2030117,CCC,1,0.88081783,High,1,engagement_span,1.3046219,mean_score,dropout_modules,258.0,1,48.333333333333336,70.0,0.6784232365145229
2032058,CCC,1,0.9998006,High,1,engagement_span,3.5345259,engagement_decline,dropout_modules,85.0,1,73.66666666666667,34.0,0.998800959232614
2044299,CCC,1,0.9993926,High,1,engagement_span,3.3688922,dropout_modules,engagement_decline,129.0,2,69.0,60.0,0.7622641509433963
2047421,CCC,0,0.2171493,Low,0,engagement_span,1.601796,dropout_modules,engagement_decline,243.0,0,69.25,88.0,0.3673938002296211
2049668,CCC,0,0.17072536,Low,0,engagement_span,0.9661969,mean_score,dropout_modules,245.0,0,64.55555555555556,58.0,-1.9626168224299063
2056643,CCC,0,0.008470461,Low,0,engagement_span,1.4517246,mean_score,dropout_modules,262.0,0,91.25,188.0,-0.2867032016152293
2063578,CCC,0,0.0035408055,Low,0,engagement_span,1.4748993,mean_score,dropout_modules,259.0,0,93.47826086956522,260.0,-0.0151481149012567
2064873,CCC,0,0.011568162,Low,0,engagement_span,1.2948334,mean_score,dropout_modules,256.0,0,86.53846153846153,208.0,-0.0316953839608593
2066504,CCC,1,0.9999168,High,1,engagement_span,2.8487682,engagement_decline,mean_score,77.0,1,12.0,8.0,0.984126984126984
2080916,CCC,1,0.99989474,High,1,engagement_span,3.5625997,engagement_decline,dropout_modules,76.0,3,95.0,44.0,0.9989785495403471
2087182,CCC,1,0.88606054,High,1,mean_score,1.4624152,engagement_span,engagement_decline,245.0,0,47.5,59.0,0.6841317365269461
2088765,CCC,0,0.050201993,Low,0,engagement_span,1.4607092,mean_score,min_score,259.0,0,84.77272727272727,259.0,0.1802843601895734
2096918,CCC,1,0.737442,High,1,engagement_span,1.2886902,dropout_modules,min_score,276.0,1,60.55555555555556,94.0,0.5745909528392685
2109119,CCC,0,0.12738404,Low,0,engagement_span,1.1580834,min_score,num_unsubmitted,245.0,0,77.23076923076923,139.0,-0.1838127742564602
2110039,CCC,1,0.9999442,High,1,engagement_span,2.8725946,engagement_decline,mean_score,67.0,2,30.0,14.0,0.9966777408637874
2113778,CCC,1,0.9999373,High,1,engagement_span,2.8095307,engagement_decline,mean_score,31.0,1,0.0,15.0,0.9960629921259844
2131908,CCC,0,0.0042886944,Low,0,engagement_span,1.6656234,mean_score,dropout_modules,243.0,0,91.0,67.0,-0.8879310344827587
2134237,CCC,1,0.50295556,Medium,1,engagement_span,1.4174879,mean_score,min_score,252.0,0,64.57142857142857,91.0,0.2249560632688927
2134304,CCC,1,0.50595707,Medium,1,engagement_span,1.6097463,early_clicks,mean_score,250.0,0,66.25,114.0,0.3437374949979992
2139037,CCC,0,0.017034033,Low,0,engagement_span,1.4199978,mean_score,num_unsubmitted,258.0,0,86.52380952380952,137.0,-0.4444444444444444
2139273,CCC,1,0.73135287,High,1,dropout_modules,1.8659772,engagement_span,num_assessments,239.0,2,65.2,50.0,-0.0168421052631578
2142662,CCC,1,0.99993813,High,1,engagement_span,2.772173,engagement_decline,mean_score,33.0,1,0.0,16.0,0.9942857142857144
2146277,CCC,0,0.033029202,Low,0,engagement_span,1.4060594,mean_score,num_unsubmitted,264.0,0,81.71428571428571,147.0,-0.7115222876366695
2147620,CCC,0,0.014856062,Low,0,engagement_span,1.6482896,mean_score,dropout_modules,258.0,0,84.625,150.0,-0.5350877192982456
2147713,CCC,0,0.3338486,Medium,0,engagement_span,1.6298964,mean_score,dropout_modules,259.0,0,57.85714285714285,91.0,0.5679012345679012
2148297,CCC,1,0.99989486,High,1,engagement_span,2.947199,mean_score,late_clicks,0.0,1,0.0,1.0,0.6666666666666666
2156058,CCC,0,0.013465101,Low,0,engagement_span,1.3462379,mean_score,dropout_modules,256.0,0,86.375,34.0,-1.5432692307692308
2171264,CCC,1,0.99606365,High,1,engagement_span,4.044753,engagement_decline,num_unsubmitted,152.0,0,79.75,24.0,0.6916666666666667
2171834,CCC,0,0.18023911,Low,0,engagement_span,1.4844111,dropout_modules,early_clicks,254.0,0,74.22222222222223,188.0,0.1324736225087925
2178929,CCC,0,0.0046283184,Low,0,engagement_span,1.9583716,mean_score,dropout_modules,259.0,0,90.0,148.0,-0.1855500821018062
2187422,CCC,0,0.0396525,Low,0,engagement_span,1.402945,mean_score,dropout_modules,245.0,0,81.22222222222223,77.0,-1.84006734006734
2188680,CCC,1,0.99982494,High,1,engagement_span,2.914283,engagement_decline,mean_score,22.0,2,0.0,16.0,0.998463901689708
2198356,CCC,1,0.9998567,High,1,engagement_span,3.2345982,mean_score,dropout_modules,0.0,2,0.0,0.0,0.0
2202076,CCC,1,0.8753192,High,1,dropout_modules,1.5605927,engagement_span,mean_score,278.0,2,50.5,185.0,0.4838709677419355
2211797,CCC,0,0.014629501,Low,0,engagement_span,1.5149919,mean_score,dropout_modules,287.0,0,81.53846153846153,210.0,-1.18622848200313
2213982,CCC,1,0.99994373,High,1,engagement_span,2.836482,mean_score,engagement_decline,55.0,1,0.0,20.0,0.9917355371900828
2229583,CCC,1,0.99985623,High,1,engagement_span,3.2234585,mean_score,late_clicks,0.0,1,0.0,0.0,0.0
2236538,CCC,1,0.99954635,High,1,engagement_span,2.0105925,engagement_decline,mean_score,178.0,0,0.0,13.0,0.9578544061302682
2238904,CCC,1,0.99974006,High,1,engagement_span,3.638925,engagement_decline,num_unsubmitted,35.0,0,80.0,16.0,0.9945652173913044
2239848,CCC,0,0.1520342,Low,0,dropout_modules,0.6093418,early_clicks,engagement_decline,220.0,0,77.88888888888889,117.0,-0.3528773072747014
2241036,CCC,1,0.9998758,High,1,engagement_span,3.1251245,engagement_decline,mean_score,68.0,0,0.0,16.0,0.9959183673469388
2247222,CCC,0,0.23605287,Low,0,engagement_span,0.93341404,dropout_modules,min_score,224.0,0,69.25,66.0,-0.288135593220339
2252437,CCC,1,0.6998592,High,1,dropout_modules,1.9759637,engagement_span,early_clicks,258.0,2,67.33333333333333,138.0,-0.1186017478152309
2258228,CCC,1,0.9995654,High,1,engagement_span,3.2755268,engagement_decline,num_unsubmitted,120.0,0,55.5,15.0,0.9747474747474748
2289032,CCC,1,0.9997521,High,1,engagement_span,3.3385656,engagement_decline,num_unsubmitted,145.0,0,61.5,16.0,0.9540229885057472
2298895,CCC,0,0.002756664,Low,0,engagement_span,1.5680841,mean_score,dropout_modules,273.0,0,92.52380952380952,177.0,-0.2911447084233261
2327710,CCC,1,0.99969196,High,1,engagement_span,2.7083414,engagement_decline,mean_score,43.0,1,30.0,33.0,0.9991482112436116
2329539,CCC,1,0.99987674,High,1,engagement_span,2.8338068,engagement_decline,mean_score,43.0,2,0.0,13.0,0.997289972899729
2341839,CCC,1,0.9998666,High,1,engagement_span,3.538386,engagement_decline,num_unsubmitted,55.0,1,80.0,36.0,0.9983633387888708
2343809,CCC,1,0.7357666,High,1,engagement_span,1.3136925,dropout_modules,min_score,247.0,1,68.57142857142857,64.0,0.4532627865961199
2347802,CCC,0,0.004213835,Low,0,engagement_span,1.5046433,mean_score,dropout_modules,253.0,0,93.88888888888889,92.0,-0.736235595390525
2355744,CCC,1,0.9998658,High,1,engagement_span,3.2242563,mean_score,late_clicks,0.0,1,0.0,0.0,0.0
2358707,CCC,1,0.62549263,Medium,1,dropout_modules,1.683914,engagement_span,mean_score,277.0,2,60.333333333333336,173.0,0.478776814240073
2365009,CCC,1,0.99988174,High,1,engagement_span,3.213287,mean_score,dropout_modules,0.0,2,0.0,0.0,0.0
2367058,CCC,1,0.99979097,High,1,engagement_span,3.4534323,engagement_decline,dropout_modules,103.0,2,94.66666666666669,38.0,0.997289972899729
2374376,CCC,1,0.9998919,High,1,engagement_span,2.774652,engagement_decline,mean_score,2.0,1,0.0,3.0,0.9906542056074766
2375259,CCC,1,0.9999049,High,1,engagement_span,2.9858265,engagement_decline,late_clicks,37.0,1,40.0,15.0,0.998148148148148
2383036,CCC,1,0.3628346,Medium,0,dropout_modules,2.1979907,engagement_span,mean_score,275.0,1,88.0,153.0,-0.8991304347826087
2384615,CCC,1,0.9998691,High,1,engagement_span,3.2791696,mean_score,dropout_modules,0.0,3,0.0,0.0,0.0
2384687,CCC,1,0.9998109,High,1,engagement_span,3.3667758,engagement_decline,dropout_modules,57.0,1,82.0,23.0,0.9983193277310924
2389754,CCC,1,0.63950086,Medium,1,engagement_span,1.2838362,dropout_modules,mean_score,264.0,1,60.285714285714285,85.0,-0.0609645131938125
2391004,CCC,0,0.13038708,Low,0,engagement_span,1.26285,dropout_modules,num_unsubmitted,246.0,0,77.08333333333333,55.0,-0.1693548387096774
2394090,CCC,1,0.29735795,Low,0,dropout_modules,1.8291128,engagement_span,num_unsubmitted,287.0,1,76.75,155.0,-0.85
2408651,CCC,1,0.9998765,High,1,engagement_span,3.2100523,mean_score,late_clicks,0.0,1,0.0,0.0,0.0
2410459,CCC,1,0.9999062,High,1,engagement_span,3.0454762,engagement_decline,mean_score,105.0,0,0.0,19.0,0.9893048128342246
2410519,CCC,0,0.0054819384,Low,0,engagement_span,1.5220523,mean_score,dropout_modules,259.0,0,92.8095238095238,156.0,-0.0911949685534591
2418732,CCC,0,0.00814393,Low,0,engagement_span,1.4199252,mean_score,dropout_modules,253.0,0,88.15384615384616,159.0,-0.2684532204983545
2419115,CCC,0,0.006950137,Low,0,engagement_span,1.821308,mean_score,dropout_modules,254.0,0,91.0,100.0,-0.5793958171959721
2421961,CCC,1,0.9224291,High,1,mean_score,2.2283247,dropout_modules,engagement_span,273.0,1,36.785714285714285,67.0,-0.2602230483271375
2433069,CCC,0,0.00817666,Low,0,engagement_span,1.542733,mean_score,dropout_modules,258.0,0,88.44444444444444,99.0,-0.8200455580865603
2433221,CCC,0,0.020323277,Low,0,engagement_span,1.7315898,dropout_modules,engagement_decline,259.0,0,78.0,136.0,-1.1791784702549577
2436400,CCC,1,0.65997547,Medium,1,dropout_modules,2.342681,engagement_span,mean_score,249.0,1,89.0,204.0,-1.4574944071588367
2446778,CCC,1,0.99990404,High,1,engagement_span,2.812985,engagement_decline,mean_score,31.0,2,0.0,10.0,0.9957264957264956
2447528,CCC,1,0.99929094,High,1,engagement_span,4.234033,engagement_decline,num_unsubmitted,107.0,0,88.33333333333333,44.0,0.9699248120300752
2451726,CCC,1,0.62557775,Medium,1,engagement_span,1.4114233,dropout_modules,min_score,246.0,1,64.16666666666667,91.0,0.3617283950617284
2454878,CCC,1,0.3126199,Low,0,engagement_span,1.4067078,min_score,early_clicks,269.0,0,79.21428571428571,115.0,-0.3544754001185536
2464727,CCC,1,0.99986243,High,1,engagement_span,3.1263723,mean_score,dropout_modules,0.0,1,0.0,0.0,0.0
2471283,CCC,0,0.12437013,Low,0,engagement_span,1.4942594,mean_score,dropout_modules,255.0,0,52.4,48.0,-0.2017937219730941
2473058,CCC,1,0.99994946,High,1,engagement_span,2.7358778,engagement_decline,mean_score,63.0,2,20.0,13.0,0.994186046511628
2478799,CCC,1,0.9983176,High,1,engagement_span,3.4366996,engagement_decline,late_clicks,104.0,1,51.5,28.0,0.9984662576687116
2486769,CCC,1,0.5027328,Medium,1,engagement_span,1.3159665,mean_score,min_score,255.0,0,63.142857142857146,82.0,-0.2762364294330519
2488382,CCC,0,0.07792171,Low,0,engagement_span,0.7898576,mean_score,dropout_modules,228.0,0,84.88888888888889,43.0,0.1810897435897435
2488713,CCC,1,0.9999385,High,1,engagement_span,3.1798556,engagement_decline,num_unsubmitted,43.0,1,60.0,13.0,0.9965635738831616
2493107,CCC,1,0.9998797,High,1,engagement_span,2.8077703,engagement_decline,mean_score,30.0,1,0.0,7.0,0.9901960784313726
2494507,CCC,0,0.019525295,Low,0,engagement_span,1.4726478,mean_score,dropout_modules,244.0,0,81.44444444444444,63.0,-0.0304878048780487
2498388,CCC,0,0.02187666,Low,0,engagement_span,1.2598773,num_unsubmitted,mean_score,255.0,0,82.38095238095238,107.0,0.2491060786650774
2503063,CCC,0,0.20143293,Low,0,engagement_span,1.4389671,num_unsubmitted,min_score,285.0,0,78.85,130.0,0.5203466465712132
2513997,CCC,1,0.383764,Medium,0,engagement_span,0.8108561,dropout_modules,early_clicks,204.0,0,75.0,26.0,-0.1068702290076335
2517778,CCC,1,0.9998871,High,1,engagement_span,2.8394163,mean_score,engagement_decline,38.0,1,0.0,9.0,0.9973045822102424
2522932,CCC,1,0.941362,High,1,mean_score,2.012506,engagement_span,dropout_modules,273.0,1,41.15384615384615,214.0,0.4462616822429907
2524572,CCC,1,0.9998622,High,1,engagement_span,3.35258,engagement_decline,dropout_modules,75.0,2,71.0,49.0,0.9994301994301994
2526493,CCC,0,0.015559694,Low,0,engagement_span,1.8167182,mean_score,dropout_modules,259.0,0,88.88888888888889,113.0,0.4711359404096834
2529663,CCC,0,0.036101386,Low,0,engagement_span,0.797983,dropout_modules,engagement_decline,226.0,0,83.2,24.0,-2.0
2530985,CCC,1,0.99985623,High,1,engagement_span,3.2234585,mean_score,late_clicks,0.0,1,0.0,0.0,0.0
2545113,CCC,0,0.45504442,Medium,0,dropout_modules,1.9774741,engagement_span,early_clicks,246.0,1,82.46666666666667,187.0,-0.0350109409190372
2548877,CCC,0,0.011293962,Low,0,engagement_span,1.898026,dropout_modules,mean_score,258.0,0,80.5,169.0,0.0508474576271186
2555596,CCC,1,0.6836446,High,1,dropout_modules,2.0956407,engagement_span,mean_score,252.0,2,79.6,136.0,-0.0383111806098514
2556060,CCC,0,0.0037122353,Low,0,engagement_span,1.59396,mean_score,dropout_modules,252.0,0,91.11111111111111,166.0,-0.9925847457627118
2558365,CCC,1,0.93751115,High,1,dropout_modules,1.6323594,engagement_span,engagement_decline,259.0,2,63.71428571428572,62.0,0.8036723163841808
2564333,CCC,1,0.8462924,High,1,dropout_modules,1.8598475,engagement_span,early_clicks,260.0,2,66.25,176.0,0.2054736842105263
2564711,CCC,0,0.0047898362,Low,0,engagement_span,1.5496509,mean_score,dropout_modules,252.0,0,89.33333333333333,94.0,-0.8801996672212978
2567038,CCC,0,0.032741874,Low,0,engagement_span,1.3072258,mean_score,dropout_modules,246.0,0,82.33333333333333,94.0,-0.5549389567147613
2569090,CCC,1,0.99955934,High,1,engagement_span,3.3819885,engagement_decline,dropout_modules,95.0,1,70.0,31.0,0.9952830188679244
2569834,CCC,1,0.4474097,Medium,0,engagement_span,1.5688896,dropout_modules,min_score,263.0,1,63.2,96.0,0.2525423728813559
2569912,CCC,1,0.99991167,High,1,engagement_span,2.8832982,mean_score,engagement_decline,0.0,2,0.0,1.0,0.9166666666666666
2576298,CCC,1,0.9999356,High,1,engagement_span,3.0721147,engagement_decline,mean_score,33.0,1,0.0,6.0,0.9902912621359224
2577091,CCC,1,0.9997917,High,1,engagement_span,3.2027445,engagement_decline,num_unsubmitted,72.0,1,62.333333333333336,15.0,0.9961977186311788
2581603,CCC,0,0.21914719,Low,0,engagement_span,1.284364,engagement_decline,dropout_modules,251.0,0,66.77777777777777,83.0,0.6788375558867362
2588201,CCC,0,0.009721036,Low,0,engagement_span,1.5213467,mean_score,dropout_modules,279.0,0,83.15384615384616,174.0,-0.6575716234652115
2591014,CCC,1,0.9998474,High,1,engagement_span,3.0311081,mean_score,dropout_modules,0.0,1,0.0,0.0,0.0
2598913,CCC,1,0.9997832,High,1,engagement_span,3.8682902,engagement_decline,num_unsubmitted,102.0,0,60.66666666666666,34.0,0.989247311827957
2602235,CCC,1,0.8532609,High,1,engagement_span,1.1513289,dropout_modules,mean_score,252.0,1,48.71428571428572,61.0,0.3996023856858847
2602264,CCC,0,0.015135873,Low,0,engagement_span,1.1094873,mean_score,dropout_modules,255.0,0,91.9,138.0,-2.0
2603195,CCC,0,0.3184365,Low,0,mean_score,0.91443646,engagement_span,dropout_modules,229.0,0,58.333333333333336,68.0,0.0160857908847185
2604856,CCC,1,0.8696611,High,1,engagement_span,1.2550416,dropout_modules,engagement_decline,243.0,1,70.5,96.0,0.6813380281690141
2605030,CCC,1,0.99992204,High,1,engagement_span,2.8979979,mean_score,engagement_decline,9.0,1,0.0,3.0,0.9850746268656716
2607849,CCC,0,0.005002598,Low,0,engagement_span,1.86636,dropout_modules,mean_score,259.0,0,84.6,178.0,-1.6485148514851484
2609908,CCC,0,0.14146964,Low,0,engagement_span,1.2076676,num_unsubmitted,dropout_modules,243.0,0,71.33333333333333,83.0,0.4861963190184049
2613331,CCC,0,0.0073248413,Low,0,engagement_span,1.8660012,mean_score,dropout_modules,248.0,0,84.4,98.0,-0.2035864978902953
2615849,CCC,1,0.49421245,Medium,0,engagement_span,1.5628989,dropout_modules,min_score,274.0,1,71.2,83.0,-0.2532544378698225
2616950,CCC,0,0.061251488,Low,0,engagement_span,1.194968,num_unsubmitted,engagement_decline,245.0,0,73.3076923076923,93.0,-2.0
2617635,CCC,1,0.29695112,Low,0,engagement_span,1.6410955,num_modules_registered,engagement_decline,252.0,0,75.4,45.0,0.4123893805309734
2620636,CCC,1,0.99990463,High,1,engagement_span,3.091416,engagement_decline,mean_score,102.0,0,37.0,16.0,0.9961538461538462
2621379,CCC,1,0.9999082,High,1,engagement_span,2.7605276,engagement_decline,mean_score,27.0,1,0.0,6.0,0.9947089947089948
2621734,CCC,1,0.8533089,High,1,dropout_modules,1.1930836,engagement_span,mean_score,251.0,1,53.66666666666666,68.0,-2.0
2623263,CCC,0,0.0076554925,Low,0,engagement_span,1.6956692,mean_score,dropout_modules,285.0,0,92.4,237.0,-0.0878674171357098
2629436,CCC,1,0.9996313,High,1,engagement_span,4.0956383,engagement_decline,late_clicks,104.0,0,81.0,53.0,0.9993297587131368
2631547,CCC,1,0.99986494,High,1,engagement_span,3.1298118,mean_score,dropout_modules,0.0,1,0.0,0.0,0.0
2631703,CCC,0,0.007967884,Low,0,engagement_span,1.8474487,mean_score,dropout_modules,254.0,0,91.4,51.0,-0.0417827298050139
2634238,CCC,1,0.9996878,High,1,engagement_span,3.5120816,engagement_decline,num_unsubmitted,57.0,0,67.0,21.0,0.9972375690607734
2639310,CCC,0,0.026882282,Low,0,engagement_span,1.5373944,num_unsubmitted,dropout_modules,279.0,0,75.2,211.0,-0.2773549000951474
2641486,CCC,0,0.772254,High,1,mean_score,1.6209162,engagement_span,min_score,234.0,0,48.75,49.0,0.2598425196850393
2644404,CCC,0,0.16782303,Low,0,engagement_span,1.037409,num_unsubmitted,min_score,256.0,0,68.53846153846153,78.0,-0.9356136820925554
2646795,CCC,1,0.9999428,High,1,engagement_span,2.8737366,mean_score,engagement_decline,9.0,1,0.0,7.0,0.9878048780487804
2652523,CCC,1,0.99957687,High,1,engagement_span,3.7674716,engagement_decline,num_unsubmitted,99.0,0,86.5,12.0,0.9932432432432432
2658268,CCC,1,0.9998166,High,1,engagement_span,3.2849388,engagement_decline,mean_score,114.0,0,42.0,44.0,0.8977272727272727
2659556,CCC,1,0.993533,High,1,engagement_span,2.009627,mean_score,engagement_decline,188.0,0,25.83333333333333,26.0,0.7814207650273224
2661696,CCC,1,0.99992883,High,1,engagement_span,3.0333905,engagement_decline,num_unsubmitted,54.0,1,70.0,15.0,0.9923076923076924
2665399,CCC,0,0.0351009,Low,0,engagement_span,0.8735293,mean_score,dropout_modules,234.0,0,90.8,99.0,-1.59375
2668550,CCC,1,0.9912416,High,1,engagement_span,2.879317,num_unsubmitted,mean_score,154.0,0,46.333333333333336,20.0,0.6506410256410257
2677969,CCC,1,0.98592377,High,1,engagement_decline,2.3295221,late_clicks,num_unsubmitted,219.0,0,62.75,31.0,0.9590443686006824
2680742,CCC,0,0.09211631,Low,0,engagement_span,1.6220256,dropout_modules,num_unsubmitted,258.0,0,67.6,56.0,-0.2255892255892256
2681198,CCC,1,0.6749385,High,1,dropout_modules,1.6781349,engagement_span,mean_score,286.0,3,57.90909090909091,181.0,0.3762299326773692
2682834,CCC,1,0.99989057,High,1,engagement_span,2.8250697,engagement_decline,mean_score,3.0,1,0.0,3.0,0.98989898989899
2686074,CCC,1,0.729062,High,1,dropout_modules,1.8719293,engagement_span,num_unsubmitted,243.0,1,78.58333333333333,108.0,0.2112890922959573
2686578,CCC,0,0.010887878,Low,0,engagement_span,1.3086687,mean_score,dropout_modules,262.0,0,89.375,151.0,-1.2627659574468084
2691267,CCC,1,0.62606496,Medium,1,dropout_modules,2.0731492,engagement_span,mean_score,276.0,1,87.25,105.0,-0.0929808568824065
2691780,CCC,1,0.99909425,High,1,engagement_span,3.5097992,engagement_decline,dropout_modules,122.0,3,74.66666666666667,41.0,0.930921052631579
2692327,CCC,0,0.011944739,Low,0,engagement_span,1.6560541,dropout_modules,mean_score,253.0,0,84.88888888888889,145.0,-0.3217726396917148
2697181,CCC,0,0.012832227,Low,0,engagement_span,2.0885594,mean_score,dropout_modules,259.0,0,87.66666666666667,106.0,0.2931769722814499
2698535,CCC,1,0.90022933,High,1,mean_score,1.746177,engagement_span,dropout_modules,253.0,1,39.25,131.0,0.5028228652081863
23698,CCC,0,0.05527579,Low,0,engagement_span,1.494137,dropout_modules,mean_score,249.0,0,74.44444444444444,70.0,0.2011834319526627
25261,CCC,1,0.9999143,High,1,engagement_span,3.4635668,engagement_decline,dropout_modules,84.0,1,78.0,39.0,0.998997995991984
27116,CCC,0,0.005713365,Low,0,engagement_span,1.8026674,mean_score,dropout_modules,281.0,0,93.33333333333331,126.0,-0.3858064516129032
28787,CCC,0,0.12929264,Low,0,engagement_span,1.4688255,mean_score,engagement_decline,285.0,0,53.6,59.0,-1.235
28952,CCC,1,0.99989283,High,1,engagement_span,2.9164114,engagement_decline,num_unsubmitted,65.0,1,59.5,12.0,0.9905660377358492
29411,CCC,1,0.695579,High,1,dropout_modules,1.2237315,engagement_span,mean_score,253.0,1,59.22222222222222,91.0,-0.0347222222222222
29420,CCC,0,0.07121223,Low,0,engagement_span,1.3248153,dropout_modules,engagement_decline,257.0,0,75.25,49.0,-0.7728813559322034
29639,CCC,0,0.0059783235,Low,0,engagement_span,1.6363215,mean_score,num_unsubmitted,287.0,0,83.76923076923077,271.0,-0.0186395080707148
30096,CCC,0,0.01241206,Low,0,engagement_span,1.5674288,mean_score,dropout_modules,257.0,0,93.55555555555556,54.0,0.4194260485651214
30850,CCC,0,0.003430331,Low,0,engagement_span,1.8331549,mean_score,dropout_modules,279.0,0,99.33333333333331,130.0,-0.0160570918822479
31161,CCC,0,0.0046466803,Low,0,engagement_span,1.8724071,mean_score,dropout_modules,280.0,0,96.88888888888889,185.0,-0.109273903666427
34068,CCC,1,0.9996551,High,1,engagement_span,3.536203,engagement_decline,late_clicks,112.0,1,73.33333333333333,55.0,0.9918032786885246
35355,CCC,1,0.44166777,Medium,0,dropout_modules,1.5258694,engagement_span,studied_credits,268.0,1,75.22222222222223,150.0,-0.014388489208633
35508,CCC,0,0.01843611,Low,0,engagement_span,1.740524,mean_score,dropout_modules,280.0,0,87.0,142.0,-0.0516826923076923
37652,CCC,0,0.0040443228,Low,0,engagement_span,1.9677235,mean_score,dropout_modules,275.0,0,98.0,54.0,0.2224448897795591
42746,CCC,0,0.0015244103,Low,0,engagement_span,1.5936041,mean_score,dropout_modules,286.0,0,94.57142857142856,219.0,-0.2248853689037099
46705,CCC,1,0.61644644,Medium,1,engagement_span,1.0490199,score_std,dropout_modules,239.0,0,83.71428571428571,73.0,0.5666251556662516
48635,CCC,1,0.46178302,Medium,0,dropout_modules,2.2375007,engagement_span,mean_score,256.0,1,86.46153846153847,161.0,-0.2271714922048997
51576,CCC,1,0.696009,High,1,dropout_modules,2.4721057,engagement_span,mean_score,265.0,2,87.0625,105.0,-1.0227835562159484
53300,CCC,0,0.012824968,Low,0,engagement_span,1.6893764,mean_score,dropout_modules,260.0,0,90.88888888888889,124.0,-0.2085682074408117
54062,CCC,1,0.59040904,Medium,1,dropout_modules,1.4912214,engagement_span,avg_reg_delay,285.0,1,75.28571428571429,85.0,-0.1338582677165354
60809,CCC,0,0.08230988,Low,0,engagement_span,1.1318818,dropout_modules,score_trend,255.0,0,86.15384615384616,181.0,-1.3648740639891082
61227,CCC,0,0.03408244,Low,0,engagement_span,1.8313428,dropout_modules,engagement_decline,273.0,0,68.25,128.0,-1.6224648985959438
61236,CCC,1,0.999851,High,1,engagement_span,3.269925,engagement_decline,dropout_modules,90.0,1,56.0,57.0,0.9980276134122288
63371,CCC,0,0.017959388,Low,0,engagement_span,1.61371,dropout_modules,mean_score,283.0,0,78.88888888888889,145.0,-0.5718677940046119
67685,CCC,1,0.555089,Medium,1,dropout_modules,2.0026355,engagement_span,studied_credits,287.0,1,81.0,171.0,-0.1931818181818181
69494,CCC,1,0.99624807,High,1,engagement_span,2.0596492,mean_score,dropout_modules,195.0,2,12.4,84.0,0.5051020408163265
70214,CCC,1,0.5997752,Medium,1,engagement_span,1.453473,dropout_modules,mean_score,260.0,1,45.0,147.0,0.3352299668089142
70495,CCC,0,0.0035623363,Low,0,engagement_span,1.5613356,mean_score,dropout_modules,268.0,0,88.23809523809524,193.0,-0.3651776980762961
71723,CCC,1,0.98822814,High,1,engagement_span,2.2322195,engagement_decline,mean_score,191.0,0,56.625,54.0,0.7845394736842105
72609,CCC,1,0.70057154,High,1,mean_score,1.272032,engagement_span,min_score,287.0,0,51.0,208.0,-0.4604704974932511
73664,CCC,1,0.99930775,High,1,engagement_span,2.9170237,mean_score,num_unsubmitted,132.0,1,25.0,26.0,0.5408163265306123
74290,CCC,1,0.99994206,High,1,engagement_span,3.0248487,engagement_decline,mean_score,62.0,2,10.0,25.0,0.9963235294117648
76949,CCC,0,0.085057214,Low,0,engagement_span,1.4164605,mean_score,min_score,286.0,0,81.77777777777777,94.0,-0.717948717948718
79461,CCC,1,0.98949885,High,1,mean_score,2.4661074,dropout_modules,engagement_decline,218.0,1,33.714285714285715,46.0,-0.8491228070175438
80243,CCC,1,0.99986744,High,1,engagement_span,3.1281464,mean_score,dropout_modules,0.0,1,0.0,0.0,0.0
80329,CCC,0,0.6162307,Medium,1,dropout_modules,2.0750365,engagement_span,num_unsubmitted,278.0,2,75.9375,177.0,-0.9381771829190568
80491,CCC,1,0.9929876,High,1,engagement_span,1.733944,dropout_modules,num_modules_registered,192.0,1,51.8,43.0,0.2974358974358974
80868,CCC,0,0.02870196,Low,0,engagement_span,1.3883967,dropout_modules,active_days,287.0,0,75.16666666666667,284.0,-1.1779011660188785
88758,CCC,1,0.99993575,High,1,engagement_span,3.0131223,engagement_decline,mean_score,5.0,2,0.0,4.0,0.9807692307692308
91040,CCC,1,0.9713236,High,1,dropout_modules,1.4553895,mean_score,engagement_span,248.0,1,42.5,32.0,0.4813559322033898
94978,CCC,1,0.99973506,High,1,engagement_span,3.3855278,engagement_decline,dropout_modules,127.0,1,69.66666666666667,46.0,0.9462915601023018
96864,CCC,1,0.9998827,High,1,engagement_span,2.8268518,engagement_decline,mean_score,83.0,1,0.0,10.0,0.9896907216494846
96874,CCC,1,0.9997433,High,1,engagement_span,3.637023,engagement_decline,num_unsubmitted,113.0,0,76.33333333333333,32.0,0.95985401459854
100788,CCC,0,0.00967663,Low,0,engagement_span,1.5631717,mean_score,num_unsubmitted,284.0,0,89.3529411764706,184.0,-0.6600120992135511
101700,CCC,1,0.9998161,High,1,engagement_span,3.0441325,mean_score,dropout_modules,0.0,1,0.0,0.0,0.0
102209,CCC,1,0.9998969,High,1,engagement_span,3.0288918,engagement_decline,dropout_modules,121.0,1,54.333333333333336,27.0,0.9887005649717514
